Disease_name,Gene_name,Gene_ID,Tissue
"Left ventricular noncompaction 1, with or without congenital heart defects",DTNA,ENSG00000134769,Heart-Ventricle
"?Atrial fibrillation, familial, 12",ABCC9,ENSG00000069431,Heart-Ventricle
"Cardiomyopathy, dilated, 1EE",MYH6,ENSG00000197616,Heart-Ventricle
Sick sinus syndrome 2,HCN4,ENSG00000138622,Heart-Ventricle
"Transposition of the great arteries, dextro-looped 1",MED13L,ENSG00000123066,Heart-Ventricle
"Ventricular tachycardia, catecholaminergic polymorphic, 4",CALM1,ENSG00000198668,Heart-Ventricle
"Spastic paraplegia 8, autosomal dominant",WASHC5,ENSG00000164961,Heart-Ventricle
LEOPARD syndrome 1,PTPN11,ENSG00000179295,Heart-Ventricle
Ritscher-Schinzel syndrome 1,WASHC5,ENSG00000164961,Heart-Ventricle
Cardiofaciocutaneous syndrome 3,MAP2K1,ENSG00000169032,Heart-Ventricle
Aortic valve disease 1,NOTCH1,ENSG00000148400,Heart-Ventricle
"Myopathy, myofibrillar, 8",PYROXD1,ENSG00000121350,Heart-Ventricle
Myotonic dystrophy 1,DMPK,ENSG00000104936,Heart-Ventricle
Atrial septal defect 4,TBX20,ENSG00000164532,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 8",MYL3,ENSG00000160808,Heart-Ventricle
Andersen syndrome,KCNJ2,ENSG00000123700,Heart-Ventricle
Brugada syndrome 9,KCND3,ENSG00000171385,Heart-Ventricle
Geleophysic dysplasia 1,ADAMTSL2,ENSG00000197859,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 10",MYL2,ENSG00000111245,Heart-Ventricle
Hypoplastic left heart syndrome 1,GJA1,ENSG00000152661,Heart-Ventricle
Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair,DSC2,ENSG00000134755,Heart-Ventricle
Arrhythmogenic right ventricular dysplasia 11,DSC2,ENSG00000134755,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 13",TNNC1,ENSG00000114854,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 11",ACTC1,ENSG00000159251,Heart-Ventricle
Cardiofaciocutaneous syndrome 2,KRAS,ENSG00000133703,Heart-Ventricle
"Myopathy, myofibrillar, 2",CRYAB,ENSG00000109846,Heart-Ventricle
Cardiofaciocutaneous syndrome,BRAF,ENSG00000157764,Heart-Ventricle
"Atrial fibrillation, familial, 13",SCN1B,ENSG00000105711,Heart-Ventricle
"Atrial fibrillation, familial, 14",SCN2B,ENSG00000149575,Heart-Ventricle
"?Acne inversa, familial, 3",PSEN1,ENSG00000080815,Heart-Ventricle
Ventricular septal defect 3,NKX2-5,ENSG00000183072,Heart-Ventricle
Atrial septal defect 8,CITED2,ENSG00000164442,Heart-Ventricle
Noonan syndrome 3,KRAS,ENSG00000133703,Heart-Ventricle
Hypoplastic left heart syndrome 2,NKX2-5,ENSG00000183072,Heart-Ventricle
Sick sinus syndrome 1,SCN5A,ENSG00000183873,Heart-Ventricle
"Cardiomyopathy, dilated, 1AA, with or without LVNC",ACTN2,ENSG00000077522,Heart-Ventricle
"Cardiomyopathy, dilated, 1AA, with or without LVNC",ACTN2,ENSG00000077522,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 23, with or without LVNC",ACTN2,ENSG00000077522,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 23, with or without LVNC",ACTN2,ENSG00000077522,Heart-Ventricle
Mitral valve prolapse 2,DCHS1,ENSG00000166341,Heart-Ventricle
Cornelia de Lange syndrome 2,SMC1A,ENSG00000072501,Heart-Ventricle
"Hemochromatosis, type 2A",HJV,ENSG00000168509,Heart-Ventricle
"Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness",TRDN,ENSG00000186439,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 16",MYOZ2,ENSG00000172399,Heart-Ventricle
"Cardiomyopathy, dilated, 1O",ABCC9,ENSG00000069431,Heart-Ventricle
"Myopathy, spheroid body",MYOT,ENSG00000120729,Heart-Ventricle
"Atrial fibrillation, familial, 4",KCNE2,ENSG00000159197,Heart-Ventricle
"Atrioventricular septal defect, partial, with heterotaxy syndrome",CRELD1,ENSG00000163703,Heart-Ventricle
"{Atrioventricular septal defect, susceptibility to, 2}",CRELD1,ENSG00000163703,Heart-Ventricle
Arrhythmogenic right ventricular dysplasia 8,DSP,ENSG00000096696,Heart-Ventricle
Multiple congenital anomalies-hypotonia-seizures syndrome 1,PIGN,ENSG00000197563,Heart-Ventricle
Noonan syndrome 9,SOS2,ENSG00000100485,Heart-Ventricle
Arrhythmogenic right ventricular dysplasia 1,TGFB3,ENSG00000119699,Heart-Ventricle
Long QT syndrome 14,CALM1,ENSG00000198668,Heart-Ventricle
Alagille syndrome 1,JAG1,ENSG00000101384,Heart-Ventricle
"Cardiomyopathy, dilated, 1GG",SDHA,ENSG00000073578,Heart-Ventricle
"Ventricular tachycardia, catecholaminergic polymorphic, 1",RYR2,ENSG00000198626,Heart-Ventricle
"Muscular dystrophy, limb-girdle, autosomal recessive 6",SGCD,ENSG00000170624,Heart-Ventricle
"Cardiomyopathy, dilated, 1DD",RBM20,ENSG00000203867,Heart-Ventricle
Spinocerebellar ataxia 19,KCND3,ENSG00000171385,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 17",JPH2,ENSG00000149596,Heart-Ventricle
Arrhythmogenic right ventricular dysplasia 10,DSG2,ENSG00000046604,Heart-Ventricle
Long QT syndrome 13,KCNJ5,ENSG00000120457,Heart-Ventricle
Noonan syndrome 5,RAF1,ENSG00000132155,Heart-Ventricle
LEOPARD syndrome 2,RAF1,ENSG00000132155,Heart-Ventricle
"Arrhythmogenic right ventricular dysplasia, familial, 13",CTNNA3,ENSG00000183230,Heart-Ventricle
"Cardiomyopathy, dilated, 1KK",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, dilated, 1KK",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, dilated, 1KK",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, familial restrictive, 4",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, familial restrictive, 4",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, familial restrictive, 4",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 22",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 22",MYPN,ENSG00000138347,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 22",MYPN,ENSG00000138347,Heart-Ventricle
Singleton-Merten syndrome 1,IFIH1,ENSG00000115267,Heart-Ventricle
"Emery-Dreifuss muscular dystrophy 5, autosomal dominant",SYNE2,ENSG00000054654,Heart-Ventricle
"Emery-Dreifuss muscular dystrophy 4, autosomal dominant",SYNE1,ENSG00000131018,Heart-Ventricle
Ventricular septal defect 1,GATA4,ENSG00000136574,Heart-Ventricle
"Myopathy, myofibrillar, 1",DES,ENSG00000175084,Heart-Ventricle
Brugada syndrome 2,GPD1L,ENSG00000152642,Heart-Ventricle
"Cardiomyopathy, dilated, 1MM",MYBPC3,ENSG00000134571,Heart-Ventricle
"Cardiomyopathy, dilated, 1MM",MYBPC3,ENSG00000134571,Heart-Ventricle
Left ventricular noncompaction 10,MYBPC3,ENSG00000134571,Heart-Ventricle
Left ventricular noncompaction 10,MYBPC3,ENSG00000134571,Heart-Ventricle
Myotonic dystrophy 2,CNBP,ENSG00000169714,Heart-Ventricle
Jervell and Lange-Nielsen syndrome,KCNQ1,ENSG00000053918,Heart-Ventricle
"Muscular dystrophy, limb-girdle, autosomal recessive 7",TCAP,ENSG00000173991,Heart-Ventricle
Noonan syndrome 10,LZTR1,ENSG00000099949,Heart-Ventricle
Developmental and epileptic encephalopathy 52,SCN1B,ENSG00000105711,Heart-Ventricle
Multiple congenital anomalies-hypotonia-seizures syndrome 3,PIGT,ENSG00000124155,Heart-Ventricle
"Hemochromatosis, type 4",SLC40A1,ENSG00000138449,Heart-Ventricle
"Myopathy, myofibrillar, 4",LDB3,ENSG00000122367,Heart-Ventricle
Ritscher-Schinzel syndrome 2,CCDC22,ENSG00000101997,Heart-Ventricle
Alagille syndrome 2,NOTCH2,ENSG00000134250,Heart-Ventricle
Loeys-Dietz syndrome 5,TGFB3,ENSG00000119699,Heart-Ventricle
"Cardiomyopathy, familial hypertrophic",CAV3,ENSG00000182533,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 1",MYH7,ENSG00000092054,Heart-Ventricle
"Cardiomyopathy, hypertrophic, 1, digenic",MYLK2,ENSG00000101306,Heart-Ventricle
Arrhythmogenic right ventricular dysplasia 9,PKP2,ENSG00000057294,Heart-Ventricle
"Atrial fibrillation, familial, 7",KCNA5,ENSG00000130037,Heart-Ventricle
Noonan syndrome 6,NRAS,ENSG00000213281,Heart-Ventricle
"Cardiomyopathy, dilated, 1II",CRYAB,ENSG00000109846,Heart-Ventricle
Long QT syndrome 15,CALM2,ENSG00000143933,Heart-Ventricle
Cornelia de Lange syndrome 5,HDAC8,ENSG00000147099,Heart-Ventricle
"Congenital heart defects, multiple types, 6",GDF1,ENSG00000130283,Heart-Ventricle
Frontotemporal dementia and/or amyotrophic lateral sclerosis 6,VCP,ENSG00000165280,Heart-Ventricle
Frontotemporal dementia and/or amyotrophic lateral sclerosis 6,VCP,ENSG00000165280,Heart-Ventricle
Polyglucosan body myopathy 1 with or without immunodeficiency,RBCK1,ENSG00000125826,Heart-Ventricle
"Cardiomyopathy, dilated, 1HH",BAG3,ENSG00000151929,Heart-Ventricle
"Epilepsy, generalized, with febrile seizures plus, type 1",SCN1B,ENSG00000105711,Heart-Ventricle
Cole-Carpenter syndrome 1,P4HB,ENSG00000185624,Bone
"Osteogenesis imperfecta, type X",SERPINH1,ENSG00000149257,Bone
"Osteogenesis imperfecta, type XI",FKBP10,ENSG00000141756,Bone
Bardet-Biedl syndrome 12,BBS12,ENSG00000181004,Bone
Bardet-Biedl syndrome 10,BBS10,ENSG00000179941,Bone
"{Preterm premature rupture of the membranes, susceptibility to}",SERPINH1,ENSG00000149257,Bone
Bruck syndrome 1,FKBP10,ENSG00000141756,Bone
"Osteogenesis imperfecta, type IX",PPIB,ENSG00000166794,Bone
"Cardiomyopathy, dilated, 1G",TTN,ENSG00000155657,Heart
?Brugada syndrome 6,KCNE3,ENSG00000175538,Heart
"Hemochromatosis, type 3",TFR2,ENSG00000106327,Heart
"Heart block, nonprogressive",SCN5A,ENSG00000183873,Heart
"Heart block, progressive, type IA",SCN5A,ENSG00000183873,Heart
Noonan syndrome 7,BRAF,ENSG00000157764,Heart
"Myopathy, myofibrillar, 7",KY,ENSG00000174611,Heart
"Cardiac conduction defect, nonspecific",SCN1B,ENSG00000105711,Heart
Brugada syndrome 5,SCN1B,ENSG00000105711,Heart
"Myopathy, myofibrillar, 5",FLNC,ENSG00000128591,Heart
"Cardiomyopathy, familial hypertrophic, 26",FLNC,ENSG00000128591,Heart
"Cardiomyopathy, familial hypertrophic, 26",FLNC,ENSG00000128591,Heart
"Cardiomyopathy, familial restrictive 5",FLNC,ENSG00000128591,Heart
"Cardiomyopathy, familial restrictive 5",FLNC,ENSG00000128591,Heart
"Robinow syndrome, autosomal recessive",ROR2,ENSG00000169071,Heart
"Emery-Dreifuss muscular dystrophy 1, X-linked",EMD,ENSG00000102119,Heart
"Cardiomyopathy, dilated, 3B",DMD,ENSG00000198947,Heart
Cardiofaciocutaneous syndrome,BRAF,ENSG00000157764,Heart
"Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related",CRYAB,ENSG00000109846,Heart
Brugada syndrome 4,CACNB2,ENSG00000165995,Heart
Brugada syndrome 3,CACNA1C,ENSG00000151067,Heart
Jervell and Lange-Nielsen syndrome 2,KCNE1,ENSG00000180509,Heart
"Cardiomyopathy, dilated, 1Z",TNNC1,ENSG00000114854,Heart
Left ventricular noncompaction 9,TPM1,ENSG00000140416,Heart
Left ventricular noncompaction 9,TPM1,ENSG00000140416,Heart
"Cardiomyopathy, dilated, 1Y",TPM1,ENSG00000140416,Heart
"Cardiomyopathy, dilated, 1Y",TPM1,ENSG00000140416,Heart
"Atrial septal defect 7, with or without AV conduction defects",NKX2-5,ENSG00000183072,Heart
Long QT syndrome 1,KCNQ1,ENSG00000053918,Heart
"{Long QT syndrome 1, acquired, susceptibility to}",KCNQ1,ENSG00000053918,Heart
Multiple congenital anomalies-hypotonia-seizures syndrome 1,PIGN,ENSG00000197563,Heart
Atrioventricular septal defect 3,GJA1,ENSG00000152661,Heart
Arrhythmogenic right ventricular dysplasia 12,JUP,ENSG00000173801,Heart
Atrial septal defect 3,MYH6,ENSG00000197616,Heart
Multiple congenital anomalies-hypotonia-seizures syndrome 2,PIGA,ENSG00000165195,Heart
Multiple congenital anomalies-hypotonia-seizures syndrome 2,PIGA,ENSG00000165195,Heart
"Atrial fibrillation, familial, 17",SCN4B,ENSG00000177098,Heart
"Atrial fibrillation, familial, 17",SCN4B,ENSG00000177098,Heart
Long QT syndrome 10,SCN4B,ENSG00000177098,Heart
Long QT syndrome 10,SCN4B,ENSG00000177098,Heart
Long QT syndrome 9,CAV3,ENSG00000182533,Heart
Aicardi-Goutieres syndrome 7,IFIH1,ENSG00000115267,Heart
Singleton-Merten syndrome 2,DDX58,ENSG00000107201,Heart
"Myopathy, myofibrillar, 2",CRYAB,ENSG00000109846,Heart
Van Maldergem syndrome 1,DCHS1,ENSG00000166341,Heart
Arrhythmogenic right ventricular dysplasia 2,RYR2,ENSG00000198626,Heart
Atrial septal defect 9,GATA6,ENSG00000141448,Heart
Tuberous sclerosis-1,TSC1,ENSG00000165699,Heart
"Cardiomyopathy, dilated, 1P",PLN,ENSG00000198523,Heart
Short QT syndrome 3,KCNJ2,ENSG00000123700,Heart
Short QT syndrome 2,KCNQ1,ENSG00000053918,Heart
Short QT syndrome 1,KCNH2,ENSG00000055118,Heart
"Cardiomyopathy, dilated, 1JJ",LAMA4,ENSG00000112769,Heart
LEOPARD syndrome 3,BRAF,ENSG00000157764,Heart
"Cardiomyopathy, hypertrophic, 24",LDB3,ENSG00000122367,Heart
"Cardiomyopathy, hypertrophic, 24",LDB3,ENSG00000122367,Heart
"Cardiomyopathy, hypertrophic, 24",LDB3,ENSG00000122367,Heart
"Cardiomyopathy, dilated, 1C, with or without LVNC",LDB3,ENSG00000122367,Heart
"Cardiomyopathy, dilated, 1C, with or without LVNC",LDB3,ENSG00000122367,Heart
"Cardiomyopathy, dilated, 1C, with or without LVNC",LDB3,ENSG00000122367,Heart
Left ventricular noncompaction 3,LDB3,ENSG00000122367,Heart
Left ventricular noncompaction 3,LDB3,ENSG00000122367,Heart
Left ventricular noncompaction 3,LDB3,ENSG00000122367,Heart
"Myxoma, intracardiac",PRKAR1A,ENSG00000108946,Heart
"Atrial fibrillation, familial, 9",KCNJ2,ENSG00000123700,Heart
Neu-Laxova syndrome 1,PHGDH,ENSG00000092621,Heart
"?Cardiomyopathy, dilated, 1J",EYA4,ENSG00000112319,Heart
Atrioventricular septal defect 5,GATA6,ENSG00000141448,Heart
"Hypothyroidism, congenital nongoitrous, 5",NKX2-5,ENSG00000183072,Heart
"Cardiac arrhythmia, ankyrin-B-related",ANK2,ENSG00000145362,Heart
Long QT syndrome 4,ANK2,ENSG00000145362,Heart
Atrioventricular septal defect 4,GATA4,ENSG00000136574,Heart
Long QT syndrome 3,SCN5A,ENSG00000183873,Heart
"Cardiomyopathy, hypertrophic, 25",TCAP,ENSG00000173991,Heart
Apert syndrome,FGFR2,ENSG00000066468,Heart
Brugada syndrome 1,SCN5A,ENSG00000183873,Heart
"Progressive familial heart block, type IB",TRPM4,ENSG00000130529,Heart
"Cardiomyopathy, hypertrophic, 18",PLN,ENSG00000198523,Heart
"Cardiomyopathy, hypertrophic, 20",NEXN,ENSG00000162614,Heart
"Robinow syndrome, autosomal dominant 3",DVL3,ENSG00000161202,Heart
Long QT syndrome 13,KCNJ5,ENSG00000120457,Heart
"Cardiomyopathy, dilated, 1X",FKTN,ENSG00000106692,Heart
Atrial septal defect 5,ACTC1,ENSG00000159251,Heart
Long QT syndrome 12,SNTA1,ENSG00000101400,Heart
"Myopathy, myofibrillar, 6",BAG3,ENSG00000151929,Heart
"Cardiomyopathy, familial restrictive, 1",TNNI3,ENSG00000129991,Heart
"Thyroid carcinoma, follicular, somatic",NRAS,ENSG00000213281,Heart
"{Thyroid carcinoma, follicular}",MINPP1,ENSG00000107789,Heart
"Thyroid carcinoma, follicular, somatic",HRAS,ENSG00000174775,Heart
"{Thyroid cancer, nonmedullary, 2}",SRGAP1,ENSG00000196935,Heart
Even-plus syndrome,HSPA9,ENSG00000113013,Heart
"Charcot-Marie-Tooth disease, type 2Y",VCP,ENSG00000165280,Heart
"Cardiomyopathy, dilated, 1W",VCL,ENSG00000035403,Heart
"Emery-Dreifuss muscular dystrophy 7, AD",TMEM43,ENSG00000170876,Heart
Noonan syndrome 1,PTPN11,ENSG00000179295,Heart
"Cataract 16, multiple types",CRYAB,ENSG00000109846,Heart
"Cardiomyopathy, familial hypertrophic, 9",TTN,ENSG00000155657,Heart
Cardiofaciocutaneous syndrome 4,MAP2K2,ENSG00000126934,Heart
"Cardiomyopathy, dilated, 1MM",MYBPC3,ENSG00000134571,Heart
"Cardiomyopathy, dilated, 1MM",MYBPC3,ENSG00000134571,Heart
Left ventricular noncompaction 10,MYBPC3,ENSG00000134571,Heart
Left ventricular noncompaction 10,MYBPC3,ENSG00000134571,Heart
"Emery-Dreifuss muscular dystrophy 3, autosomal recessive",LMNA,ENSG00000160789,Heart
Arrhythmogenic right ventricular dysplasia 5,TMEM43,ENSG00000170876,Heart
Marfan syndrome,FBN1,ENSG00000166147,Heart
"Atrial fibrillation, familial, 6",NPPA,ENSG00000175206,Heart
Noonan syndrome 6,NRAS,ENSG00000213281,Heart
"Otopalatodigital syndrome, type I",FLNA,ENSG00000196924,Heart
"Cardiomyopathy, hypertrophic, 12",CSRP3,ENSG00000129170,Heart
"?Cardiomyopathy, dilated, 1M",CSRP3,ENSG00000129170,Heart
Cornelia de Lange syndrome 4,RAD21,ENSG00000164754,Heart
Polyglucosan body myopathy 2,GYG1,ENSG00000163754,Heart
"Cardiomyopathy, dilated, 1E",SCN5A,ENSG00000183873,Heart
McKusick-Kaufman syndrome,MKKS,ENSG00000125863,Heart
Left ventricular noncompaction 7,MIB1,ENSG00000101752,Heart
Left ventricular noncompaction 6,TNNT2,ENSG00000118194,Heart
Left ventricular noncompaction 6,TNNT2,ENSG00000118194,Heart
"Cardiomyopathy, dilated, 1D",TNNT2,ENSG00000118194,Heart
"Cardiomyopathy, dilated, 1D",TNNT2,ENSG00000118194,Heart
"{Long QT syndrome 2, acquired, susceptibility to}",KCNH2,ENSG00000055118,Heart
Long QT syndrome 2,KCNH2,ENSG00000055118,Heart
"{Long QT syndrome, acquired, reduced susceptibility to}",ALG10B,ENSG00000175548,Heart
Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1,VCP,ENSG00000165280,Heart
"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4",FKTN,ENSG00000106692,Heart
"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4",FKTN,ENSG00000106692,Heart
"Cardiomyopathy, dilated, 1A",LMNA,ENSG00000160789,Heart
"Atrioventricular septal defect, partial, with heterotaxy syndrome",CRELD1,ENSG00000163703,Heart
"{Atrioventricular septal defect, susceptibility to, 2}",CRELD1,ENSG00000163703,Heart
Brugada syndrome 8,HCN4,ENSG00000138622,Heart
"Cardiomyopathy, dilated, 1CC",NEXN,ENSG00000162614,Heart
Brugada syndrome 7,SCN3B,ENSG00000166257,Heart
Brugada syndrome 7,SCN3B,ENSG00000166257,Heart
"Atrial fibrillation, familial, 16",SCN3B,ENSG00000166257,Heart
"Atrial fibrillation, familial, 16",SCN3B,ENSG00000166257,Heart
"Robinow syndrome, autosomal dominant 2",DVL1,ENSG00000107404,Heart
"Ventricular tachycardia, catecholaminergic polymorphic, 2",CASQ2,ENSG00000118729,Heart
"Cardiomyopathy, hypertrophic, 2",TNNT2,ENSG00000118194,Heart
"Atrial fibrillation, familial, 10",SCN5A,ENSG00000183873,Heart
"Ventricular tachycardia, catecholaminergic polymorphic, 3",TECRL,ENSG00000205678,Heart
"Cardiomyopathy, hypertrophic, 3",TPM1,ENSG00000140416,Heart
"Lipodystrophy, familial partial, type 2",LMNA,ENSG00000160789,Heart
"Arterial calcification, generalized, of infancy, 1",ENPP1,ENSG00000197594,Heart
"Charcot-Marie-Tooth disease, type 2B1",LMNA,ENSG00000160789,Heart
"Anemia, sideroblastic, 4",HSPA9,ENSG00000113013,Heart
"Cardiomyopathy, dilated, 1I",DES,ENSG00000175084,Heart
"Cardiomyopathy, hypertrophic, 17",JPH2,ENSG00000149596,Heart
"Robinow syndrome, autosomal dominant 1",WNT5A,ENSG00000114251,Heart
Noonan syndrome 8,RIT1,ENSG00000143622,Heart
Atrial septal defect 2,GATA4,ENSG00000136574,Heart
"Cardiomyopathy, hypertrophic, 13",TNNC1,ENSG00000114854,Heart
Atrial septal defect 6,TLL1,ENSG00000038295,Heart
Tetralogy of Fallot,NKX2-5,ENSG00000183072,Heart
Tetralogy of Fallot,GATA4,ENSG00000136574,Heart
Tetralogy of Fallot,ZFPM2,ENSG00000169946,Heart
Tetralogy of Fallot,GATA6,ENSG00000141448,Heart
Tetralogy of Fallot,JAG1,ENSG00000101384,Heart
Tetralogy of Fallot,TBX1,ENSG00000184058,Heart
Cornelia de Lange syndrome 3,SMC3,ENSG00000108055,Heart
"Cardiomyopathy, hypertrophic, 4",MYBPC3,ENSG00000134571,Heart
Timothy syndrome,CACNA1C,ENSG00000151067,Heart
"Cardiomyopathy, dilated, 1L",SGCD,ENSG00000170624,Heart
Long QT syndrome 5,KCNE1,ENSG00000180509,Heart
"Cardiomyopathy, dilated, 1U",PSEN1,ENSG00000080815,Heart
"Cardiomyopathy, dilated, 1V",PSEN2,ENSG00000143801,Heart
Rippling muscle disease 2,CAV3,ENSG00000182533,Heart
"Cardiomyopathy, hypertrophic, 7",TNNI3,ENSG00000129991,Heart
Long QT syndrome 6,KCNE2,ENSG00000159197,Heart
"Atrial fibrillation, familial, 3",KCNQ1,ENSG00000053918,Heart
Aortic valve disease 2,SMAD6,ENSG00000137834,Heart
Hemochromatosis,HFE,ENSG00000010704,Heart
"{HFE hemochromatosis, modifier of}",BMP2,ENSG00000125845,Heart
"Emery-Dreifuss muscular dystrophy 2, autosomal dominant",LMNA,ENSG00000160789,Heart
"Myopathy, myofibrillar, 3",MYOT,ENSG00000120729,Heart
"Cardiomyopathy, dilated, 1BB",DSG2,ENSG00000046604,Heart
Noonan syndrome 3,KRAS,ENSG00000133703,Heart
Mandibuloacral dysplasia,LMNA,ENSG00000160789,Heart
"Cardiomyopathy, dilated, 1NN",RAF1,ENSG00000132155,Heart
Cornelia de Lange syndrome 1,NIPBL,ENSG00000164190,Heart
Adams-Oliver syndrome 5,NOTCH1,ENSG00000148400,Heart
"Cardiomyopathy, familial restrictive, 3",TNNT2,ENSG00000118194,Heart
Left ventricular noncompaction 5,MYH7,ENSG00000092054,Heart
Left ventricular noncompaction 5,MYH7,ENSG00000092054,Heart
"Cardiomyopathy, dilated, 1S",MYH7,ENSG00000092054,Heart
"Cardiomyopathy, dilated, 1S",MYH7,ENSG00000092054,Heart
Left ventricular noncompaction 4,ACTC1,ENSG00000159251,Heart
Left ventricular noncompaction 4,ACTC1,ENSG00000159251,Heart
"Cardiomyopathy, dilated, 1R",ACTC1,ENSG00000159251,Heart
"Cardiomyopathy, dilated, 1R",ACTC1,ENSG00000159251,Heart
"Hemochromatosis, type 2B",HAMP,ENSG00000105697,Heart
"Emery-Dreifuss muscular dystrophy 6, X-linked",FHL1,ENSG00000022267,Heart
"Myopathy, X-linked, with postural muscle atrophy",FHL1,ENSG00000022267,Heart
"Paroxysmal nocturnal hemoglobinuria, somatic",PIGA,ENSG00000165195,Heart
Brugada syndrome 2,GPD1L,ENSG00000152642,Heart
